time,connect,rssi,mcs,tx sector,rx sector,throughput rate(Mbits/sec),time delay(ms),Latitude,Longitude,speed(km/h),Distance(M),Remote Latitude,Remote Longitude,
17:58:06,Connected,-59,6,48,42,,,,,,,,
17:58:07,Connected,-59,6,48,42,,,,,,,,
17:58:08,Connected,-60,6,48,42,,,,,,,,
17:58:09,Connected,-59,6,48,42,,,,,,,,
17:58:10,Connected,-59,6,48,42,,,,,,,,
17:58:11,Connected,-59,6,48,42,,,,,,,,
17:58:12,Connected,-59,6,48,42,,,,,,,,
17:58:13,Connected,-59,6,48,42,,,,,,,,
17:58:14,Connected,-59,6,48,42,,,,,,,,
17:58:15,Connected,-59,6,48,42,,,,,,,,
17:58:16,Connected,-59,6,48,42,,,,,,,,
17:58:17,Connected,-59,6,48,42,,,,,,,,
17:58:18,Connected,-59,6,48,42,,,,,,,,
17:58:19,Connected,-58,6,48,42,,,,,,,,
17:58:20,Connected,-58,6,48,42,,,,,,,,
17:58:21,Connected,-59,6,48,42,,,,,,,,
17:58:22,Connected,-59,6,48,42,,,,,,,,
17:58:23,Connected,-58,6,48,42,,,,,,,,
17:58:24,Connected,-59,6,48,42,,,,,,,,
17:58:25,Connected,-59,6,48,42,,,,,,,,
17:58:26,Connected,-59,6,48,42,,,,,,,,
17:58:27,Connected,-59,6,48,42,,,,,,,,
17:58:28,Connected,-59,6,48,42,,,,,,,,
17:58:29,Connected,-59,6,48,42,,,,,,,,
17:58:30,Connected,-59,6,48,42,,,,,,,,
17:58:31,Connected,-59,6,48,42,,,,,,,,
17:58:32,Connected,-59,6,48,42,,,,,,,,
17:58:33,Connected,-59,6,48,42,,,,,,,,
17:58:34,Connected,-58,6,48,42,,,,,,,,
17:58:35,Connected,-58,6,48,42,,,,,,,,
17:58:36,Connected,-58,6,48,42,,,,,,,,
17:58:37,Connected,-59,6,48,42,,,,,,,,
17:58:38,Connected,-58,6,48,42,,,,,,,,
17:58:39,Connected,-59,6,48,42,,,,,,,,
17:58:40,Connected,-59,6,48,42,,,,,,,,
17:58:41,Connected,-58,6,48,42,,,,,,,,
17:58:42,Connected,-59,6,48,42,,,,,,,,
17:58:43,Connected,-59,6,48,42,,,,,,,,
17:58:44,Connected,-58,6,48,42,,,,,,,,
17:58:45,Connected,-58,6,48,42,,,,,,,,
17:58:46,Connected,-59,6,48,42,,,,,,,,
17:58:47,Connected,-59,6,48,42,,,,,,,,
